at_index,sr_index,at_year,sr_year,NAD_distance,NAD_class,AHD_distance,AHD_class,NAD_at_ph,NAD_sr_ph,AHD_at_ph,AHD_sr_ph
37,23,2014,2011,3.0,1,,,cell,cell,,
38,31,2014,2013,3.0,1,,,cell,egg,,
38,32,2014,2013,3.0,1,,,cell,egg,,
38,18,2014,2010,4.0,1,,,cell,egg,,
38,33,2014,2012,2.0,1,,,cell,,,
38,19,2014,2009,4.0,1,,,cell,egg,,
38,34,2014,2013,2.0,1,,,cell,cell,,
38,35,2014,2013,3.0,1,,,cell,egg,,
38,20,2014,2011,3.0,1,,,cell,cell,,
38,21,2014,2012,4.0,1,,,cell,egg,,
38,23,2014,2011,3.0,1,,,cell,cell,,
39,31,2014,2013,3.0,1,,,cell,egg,,
39,32,2014,2013,3.0,1,,,cell,egg,,
39,18,2014,2010,5.0,1,,,cell,egg,,
39,33,2014,2012,2.5,1,,,cell,,,
39,19,2014,2009,4.0,1,,,cell,egg,,
39,34,2014,2013,2.0,1,,,cell,cell,,
39,35,2014,2013,3.0,1,,,cell,egg,,
39,20,2014,2011,4.0,1,,,cell,cell,,
39,21,2014,2012,4.0,1,,,cell,egg,,
39,23,2014,2011,3.0,1,,,cell,cell,,
40,31,2014,2013,3.0,1,,,cell,egg,,
40,32,2014,2013,4.0,1,,,cell,egg,,
40,18,2014,2010,5.0,1,,,cell,egg,,
40,34,2014,2013,3.0,1,,,cell,cell,,
40,20,2014,2011,5.0,1,,,cell,cell,,
40,21,2014,2012,3.0,1,,,cell,egg,,
40,23,2014,2011,3.0,1,,,cell,cell,,
41,42,2011,2007,5.0,1,,,cell,egg,,
41,43,2011,2011,2.0,1,,,cell,cell,,
41,18,2011,2010,4.0,1,,,cell,egg,,
41,44,2011,2010,4.0,1,,,cell,egg,,
41,19,2011,2009,5.0,1,,,cell,egg,,
41,20,2011,2011,3.0,1,,,cell,cell,,
41,22,2011,2009,5.0,1,,,cell,egg,,
41,45,2011,2009,5.0,1,,,cell,egg,,
46,42,2011,2007,5.0,1,,,cell,egg,,
46,43,2011,2011,2.0,1,,,cell,cell,,
46,18,2011,2010,4.0,1,,,cell,egg,,
46,44,2011,2010,3.0,1,,,cell,egg,,
46,19,2011,2009,5.0,1,,,cell,egg,,
46,20,2011,2011,3.0,1,,,cell,cell,,
46,22,2011,2009,5.0,1,,,cell,egg,,
46,45,2011,2009,5.0,1,,,cell,egg,,
47,42,2011,2007,5.0,1,,,cell,egg,,
47,43,2011,2011,3.0,1,,,cell,cell,,
47,18,2011,2010,3.0,1,,,cell,egg,,
47,44,2011,2010,3.0,1,,,cell,egg,,
47,19,2011,2009,3.0,1,,,cell,egg,,
47,20,2011,2011,1.0,0,,,cell,cell,,
47,22,2011,2009,4.0,1,,,cell,egg,,
47,45,2011,2009,5.0,1,,,cell,egg,,
48,49,2023,2022,2.0,1,,,cell,egg,,
48,50,2023,2022,3.0,1,,,cell,cell,,
48,51,2023,2021,3.0,1,,,cell,egg,,
48,52,2023,2022,3.0,1,,,cell,cell,,
48,53,2023,2021,1.0,0,,,cell,,,
48,54,2023,2022,2.0,1,,,cell,cell,,
48,55,2023,2021,3.0,1,,,cell,cell,,
48,56,2023,2022,2.0,1,,,cell,cell,,
57,42,2011,2007,5.0,1,,,cell,egg,,
57,43,2011,2011,2.0,1,,,cell,cell,,
57,18,2011,2010,4.0,1,,,cell,egg,,
57,44,2011,2010,3.0,1,,,cell,egg,,
57,19,2011,2009,4.0,1,,,cell,egg,,
57,20,2011,2011,4.0,1,,,cell,cell,,
57,22,2011,2009,5.0,1,,,cell,egg,,
57,45,2011,2009,5.0,1,,,cell,egg,,
58,4,2019,2018,0.0,0,,,cell,cell,,
58,5,2019,2019,4.0,1,,,cell,egg,,
58,6,2019,2014,2.0,1,,,cell,cell,,
58,7,2019,2017,1.5,0,,,cell,,,
58,11,2019,2018,2.0,1,,,cell,cell,,
58,8,2019,2016,2.0,1,,,cell,egg,,
58,59,2019,2019,4.0,1,,,cell,egg,,
60,61,2022,2020,3.0,1,,,cell,cell,,
60,2,2022,2020,3.0,1,,,cell,egg,,
60,50,2022,2022,4.0,1,,,cell,cell,,
60,51,2022,2021,3.0,1,,,cell,egg,,
60,53,2022,2021,2.0,1,,,cell,,,
60,62,2022,2022,4.0,1,,,cell,cell,,
60,54,2022,2022,3.0,1,,,cell,cell,,
60,55,2022,2021,2.0,1,,,cell,cell,,
60,56,2022,2022,0.0,0,,,cell,cell,,
63,31,2013,2013,2.0,1,,,cell,egg,,
63,32,2013,2013,3.0,1,,,cell,egg,,
63,18,2013,2010,4.0,1,,,cell,egg,,
63,19,2013,2009,5.0,1,,,cell,egg,,
63,34,2013,2013,1.0,0,,,cell,cell,,
63,35,2013,2013,2.0,1,,,cell,egg,,
63,20,2013,2011,2.0,1,,,cell,cell,,
63,21,2013,2012,3.0,1,,,cell,egg,,
63,23,2013,2011,2.0,1,,,cell,cell,,
64,65,1993,1992,1.758294103606718,0,,,unknown,unknown,,
64,66,1993,1989,7.0,1,,,unknown,unknown,,
64,67,1993,1995,3.415037499278844,1,,,unknown,unknown,,
64,68,1993,1993,5.0,1,,,unknown,unknown,,
64,69,1993,1990,4.0,1,,,unknown,unknown,,
64,70,1993,1991,9.0,1,,,unknown,unknown,,
64,71,1993,1995,5.401362562381768,1,,,unknown,unknown,,
64,72,1993,1995,6.660590205534526,1,,,unknown,unknown,,
64,73,1993,1994,6.584962500721156,1,,,unknown,unknown,,
64,74,1993,1988,11.0,1,,,unknown,unknown,,
64,75,1993,1989,8.0,1,,,unknown,unknown,,
64,76,1993,1993,2.403064857612768,1,,,unknown,unknown,,
64,77,1993,1987,11.0,1,,,unknown,unknown,,
64,78,1993,1987,9.666756591884804,1,,,unknown,unknown,,
64,79,1993,1990,8.0,1,,,unknown,unknown,,
80,61,2023,2020,2.0,1,,,cell,cell,,
80,2,2023,2020,1.0,0,,,cell,egg,,
80,50,2023,2022,2.0,1,,,cell,cell,,
80,51,2023,2021,0.0,0,,,cell,egg,,
80,52,2023,2022,2.0,1,,,cell,cell,,
80,53,2023,2021,0.0,0,,,cell,,,
80,62,2023,2022,1.0,0,,,cell,cell,,
80,54,2023,2022,1.0,0,,,cell,cell,,
80,55,2023,2021,2.0,1,,,cell,cell,,
80,56,2023,2022,1.0,0,,,cell,cell,,
81,1,2021,2020,2.0,1,,,cell,cell,,
81,61,2021,2020,5.0,1,,,cell,cell,,
81,2,2021,2020,5.0,1,,,cell,egg,,
81,51,2021,2021,2.0,1,,,cell,egg,,
81,3,2021,2019,3.0,1,,,cell,cell,,
81,55,2021,2021,2.0,1,,,cell,cell,,
82,1,2021,2020,1.0,0,,,cell,cell,,
82,61,2021,2020,5.0,1,,,cell,cell,,
82,2,2021,2020,4.0,1,,,cell,egg,,
82,51,2021,2021,1.0,0,,,cell,egg,,
82,3,2021,2019,2.0,1,,,cell,cell,,
82,55,2021,2021,1.0,0,,,cell,cell,,
83,1,2021,2020,2.0,1,,,cell,cell,,
83,61,2021,2020,4.0,1,,,cell,cell,,
83,2,2021,2020,6.0,1,,,cell,egg,,
83,51,2021,2021,2.0,1,,,cell,egg,,
83,3,2021,2019,3.0,1,,,cell,cell,,
83,7,2021,2017,4.0,1,,,cell,cell,,
83,55,2021,2021,1.0,0,,,cell,cell,,
84,10,2017,2017,2.0,1,,,cell,cell,,
84,85,2017,2017,1.0,0,,,cell,cell,,
84,6,2017,2014,2.0,1,,,cell,cell,,
84,86,2017,2016,1.0,0,,,cell,cell,,
84,87,2017,2016,3.0,1,,,cell,cell,,
84,8,2017,2016,4.0,1,,,cell,egg,,
84,88,2017,2014,2.0,1,,,cell,cell,,
89,90,2016,2016,2.0,1,,,cell,cell,,
89,32,2016,2013,5.0,1,,,cell,egg,,
89,91,2016,2014,3.0,1,,,cell,,,
89,6,2016,2014,3.0,1,,,cell,cell,,
89,88,2016,2014,2.0,1,,,cell,,,
89,92,2016,2013,3.5,1,,,cell,,,
89,21,2016,2012,7.0,1,,,cell,egg,,
93,16,2013,2011,3.0,1,,,cell,cell,,
93,17,2013,2012,4.0,1,,,cell,egg,,
93,18,2013,2010,5.0,1,,,cell,egg,,
93,20,2013,2011,3.0,1,,,cell,cell,,
93,21,2013,2012,4.0,1,,,cell,egg,,
93,22,2013,2009,6.0,1,,,cell,egg,,
93,23,2013,2011,4.0,1,,,cell,,,
94,95,1982,1979,0.0,0,,,unknown,unknown,,
94,74,1982,1988,3.0,1,,,unknown,unknown,,
94,96,1982,1982,0.0,0,,,unknown,unknown,,
94,97,1982,1977,0.0,0,,,unknown,unknown,,
94,98,1982,1985,0.0,0,,,unknown,unknown,,
99,100,2010,2009,2.0,1,,,cell,cell,,
99,101,2010,2009,2.0,1,,,cell,cell,,
99,19,2010,2009,1.0,0,,,cell,egg,,
99,102,2010,2010,2.0,1,,,cell,egg,,
99,103,2010,2007,6.0,1,,,cell,egg,,
99,22,2010,2009,6.0,1,,,cell,egg,,
99,45,2010,2009,5.0,1,,,cell,egg,,
99,104,2010,2009,4.0,1,,,cell,egg,,
105,1,2021,2020,2.0,1,,,cell,cell,,
105,61,2021,2020,4.333333333333333,1,,,cell,cell,,
105,2,2021,2020,5.0,1,,,cell,egg,,
105,51,2021,2021,2.0,1,,,cell,egg,,
105,3,2021,2019,3.3333333333333335,1,,,cell,cell,,
105,5,2021,2019,4.0,1,,,cell,cell,,
105,7,2021,2017,4.0,1,,,cell,cell,,
105,55,2021,2021,2.6666666666666665,1,,,cell,cell,,
106,32,2015,2013,5.0,1,,,egg,egg,,
106,91,2015,2014,2.5,1,,,egg,,,
106,6,2015,2014,1.0,0,,,egg,cell,,
106,88,2015,2014,4.0,1,,,egg,,,
106,92,2015,2013,3.5,1,,,egg,,,
107,107,2010,2010,2.0,1,0.0,0.0,egg,egg,egg,egg
107,42,2010,2007,5.0,1,4.5,1.0,egg,egg,egg,egg
107,108,2010,2010,2.0,1,2.0,1.0,egg,egg,egg,egg
107,18,2010,2010,2.0,1,1.0,0.0,egg,egg,egg,egg
107,44,2010,2010,2.0,1,1.0,0.0,egg,egg,egg,egg
107,19,2010,2009,2.0,1,1.0,0.0,egg,egg,egg,egg
107,22,2010,2009,3.0,1,0.5000000000000001,0.0,egg,egg,egg,egg
107,45,2010,2009,2.0,1,0.5000000000000001,0.0,egg,egg,egg,egg
107,104,2010,2009,3.0,1,1.5,0.0,egg,egg,egg,egg
107,109,2010,2005,4.0,1,,,egg,egg,,
110,61,2023,2020,4.0,1,,,cell,cell,,
110,2,2023,2020,1.0,0,,,cell,egg,,
110,50,2023,2022,3.0,1,,,cell,cell,,
110,51,2023,2021,1.0,0,,,cell,egg,,
110,52,2023,2022,3.0,1,,,cell,cell,,
110,53,2023,2021,0.5,0,,,cell,,,
110,62,2023,2022,1.0,0,,,cell,cell,,
110,54,2023,2022,2.0,1,,,cell,cell,,
110,55,2023,2021,1.0,0,,,cell,cell,,
110,56,2023,2022,1.0,0,,,cell,cell,,
111,61,2023,2020,3.0,1,,,cell,cell,,
111,2,2023,2020,2.0,1,,,cell,egg,,
111,50,2023,2022,5.0,1,,,cell,cell,,
111,51,2023,2021,2.0,1,,,cell,egg,,
111,52,2023,2022,2.0,1,,,cell,cell,,
111,53,2023,2021,3.5,1,,,cell,,,
111,62,2023,2022,2.0,1,,,cell,cell,,
111,54,2023,2022,4.0,1,,,cell,cell,,
111,55,2023,2021,1.0,0,,,cell,cell,,
111,56,2023,2022,2.0,1,,,cell,cell,,
112,61,2023,2020,4.0,1,,,cell,cell,,
112,2,2023,2020,1.0,0,,,cell,egg,,
112,50,2023,2022,0.0,0,,,cell,cell,,
112,51,2023,2021,1.0,0,,,cell,egg,,
112,52,2023,2022,0.0,0,,,cell,cell,,
112,53,2023,2021,2.0,1,,,cell,,,
112,62,2023,2022,0.0,0,,,cell,cell,,
112,54,2023,2022,0.0,0,,,cell,cell,,
112,55,2023,2021,0.0,0,,,cell,cell,,
112,56,2023,2022,2.0,1,,,cell,cell,,
113,61,2023,2020,4.0,1,,,cell,cell,,
113,2,2023,2020,2.0,1,,,cell,egg,,
113,50,2023,2022,1.0,0,,,cell,cell,,
113,51,2023,2021,1.0,0,,,cell,egg,,
113,52,2023,2022,1.0,0,,,cell,cell,,
113,53,2023,2021,2.5,1,,,cell,,,
113,62,2023,2022,1.0,0,,,cell,cell,,
113,54,2023,2022,1.0,0,,,cell,cell,,
113,55,2023,2021,1.0,0,,,cell,cell,,
113,56,2023,2022,3.0,1,,,cell,cell,,
114,61,2023,2020,3.0,1,,,cell,cell,,
114,2,2023,2020,2.0,1,,,cell,egg,,
114,50,2023,2022,3.0,1,,,cell,cell,,
114,51,2023,2021,2.0,1,,,cell,egg,,
114,52,2023,2022,2.0,1,,,cell,cell,,
114,53,2023,2021,3.0,1,,,cell,,,
114,62,2023,2022,4.0,1,,,cell,cell,,
114,54,2023,2022,3.0,1,,,cell,cell,,
114,55,2023,2021,1.0,0,,,cell,cell,,
114,56,2023,2022,1.0,0,,,cell,cell,,
115,61,2023,2020,4.0,1,,,cell,cell,,
115,2,2023,2020,3.0,1,,,cell,egg,,
115,50,2023,2022,1.0,0,,,cell,cell,,
115,51,2023,2021,2.0,1,,,cell,egg,,
115,52,2023,2022,2.0,1,,,cell,cell,,
115,53,2023,2021,2.0,1,,,cell,,,
115,62,2023,2022,1.0,0,,,cell,cell,,
115,54,2023,2022,1.0,0,,,cell,cell,,
115,55,2023,2021,3.0,1,,,cell,cell,,
115,56,2023,2022,4.0,1,,,cell,cell,,
116,61,2023,2020,5.0,1,,,cell,cell,,
116,2,2023,2020,3.0,1,,,cell,egg,,
116,50,2023,2022,1.0,0,,,cell,cell,,
116,51,2023,2021,2.0,1,,,cell,egg,,
116,52,2023,2022,2.0,1,,,cell,cell,,
116,53,2023,2021,2.5,1,,,cell,,,
116,62,2023,2022,2.0,1,,,cell,cell,,
116,54,2023,2022,1.0,0,,,cell,cell,,
116,55,2023,2021,2.0,1,,,cell,cell,,
116,56,2023,2022,3.0,1,,,cell,cell,,
117,61,2023,2020,3.0,1,,,cell,cell,,
117,2,2023,2020,2.0,1,,,cell,egg,,
117,50,2023,2022,3.0,1,,,cell,cell,,
117,51,2023,2021,2.0,1,,,cell,egg,,
117,52,2023,2022,2.0,1,,,cell,cell,,
117,53,2023,2021,1.5,0,,,cell,,,
117,62,2023,2022,3.0,1,,,cell,cell,,
117,54,2023,2022,2.0,1,,,cell,cell,,
117,55,2023,2021,0.0,0,,,cell,cell,,
117,56,2023,2022,0.0,0,,,cell,cell,,
118,61,2023,2020,5.0,1,,,cell,cell,,
118,2,2023,2020,3.0,1,,,cell,egg,,
118,50,2023,2022,1.0,0,,,cell,cell,,
118,51,2023,2021,2.0,1,,,cell,egg,,
118,52,2023,2022,2.0,1,,,cell,cell,,
118,53,2023,2021,2.5,1,,,cell,,,
118,62,2023,2022,2.0,1,,,cell,cell,,
118,54,2023,2022,1.0,0,,,cell,cell,,
118,55,2023,2021,2.0,1,,,cell,cell,,
118,56,2023,2022,3.0,1,,,cell,cell,,
119,61,2023,2020,5.0,1,,,cell,cell,,
119,2,2023,2020,3.0,1,,,cell,egg,,
119,50,2023,2022,0.0,0,,,cell,cell,,
119,51,2023,2021,1.0,0,,,cell,egg,,
119,52,2023,2022,1.0,0,,,cell,cell,,
119,53,2023,2021,1.5,0,,,cell,,,
119,62,2023,2022,1.0,0,,,cell,cell,,
119,54,2023,2022,0.0,0,,,cell,cell,,
119,55,2023,2021,1.0,0,,,cell,cell,,
119,56,2023,2022,2.0,1,,,cell,cell,,
120,121,2023,2023,3.0,1,,,cell,cell,,
120,25,2023,2023,2.0,1,,,cell,egg,,
120,26,2023,2022,3.0,1,,,cell,cell,,
120,27,2023,2023,2.0,1,,,cell,cell,,
120,122,2023,2023,3.0,1,,,cell,cell,,
120,28,2023,2024,3.0,1,,,cell,cell,,
120,29,2023,2023,3.0,1,,,cell,cell,,
123,121,2023,2023,3.0,1,,,cell,cell,,
123,25,2023,2023,2.0,1,,,cell,egg,,
123,26,2023,2022,2.0,1,,,cell,cell,,
123,27,2023,2023,2.0,1,,,cell,cell,,
123,122,2023,2023,3.0,1,,,cell,cell,,
123,28,2023,2024,3.0,1,,,cell,cell,,
123,29,2023,2023,2.0,1,,,cell,cell,,
124,121,2024,2023,2.0,1,,,cell,cell,,
124,25,2024,2023,2.0,1,,,cell,egg,,
124,26,2024,2022,2.0,1,,,cell,cell,,
124,27,2024,2023,2.0,1,,,cell,cell,,
124,122,2024,2023,2.0,1,,,cell,cell,,
124,28,2024,2024,3.0,1,,,cell,cell,,
124,29,2024,2023,3.0,1,,,cell,cell,,
125,121,2024,2023,1.0,0,,,cell,cell,,
125,25,2024,2023,1.0,0,,,cell,egg,,
125,26,2024,2022,1.0,0,,,cell,cell,,
125,27,2024,2023,1.0,0,,,cell,cell,,
125,122,2024,2023,1.0,0,,,cell,cell,,
125,28,2024,2024,2.0,1,,,cell,cell,,
125,29,2024,2023,2.0,1,,,cell,cell,,
126,121,2024,2023,3.0,1,,,cell,cell,,
126,25,2024,2023,3.0,1,,,cell,egg,,
126,26,2024,2022,3.0,1,,,cell,cell,,
126,27,2024,2023,3.0,1,,,cell,cell,,
126,122,2024,2023,3.0,1,,,cell,cell,,
126,28,2024,2024,3.0,1,,,cell,cell,,
126,29,2024,2023,4.0,1,,,cell,cell,,
127,121,2024,2023,3.0,1,,,cell,cell,,
127,25,2024,2023,2.0,1,,,cell,egg,,
127,26,2024,2022,3.0,1,,,cell,cell,,
127,27,2024,2023,2.0,1,,,cell,cell,,
127,122,2024,2023,3.0,1,,,cell,cell,,
127,28,2024,2024,3.0,1,,,cell,cell,,
127,29,2024,2023,3.0,1,,,cell,cell,,
128,121,2024,2023,3.0,1,,,cell,cell,,
128,25,2024,2023,2.0,1,,,cell,egg,,
128,26,2024,2022,3.0,1,,,cell,cell,,
128,27,2024,2023,2.0,1,,,cell,cell,,
128,122,2024,2023,3.0,1,,,cell,cell,,
128,28,2024,2024,3.0,1,,,cell,cell,,
128,29,2024,2023,3.0,1,,,cell,cell,,
129,25,2024,2023,1.0,0,,,cell,egg,,
129,26,2024,2022,2.0,1,,,cell,cell,,
129,27,2024,2023,2.0,1,,,cell,cell,,
129,28,2024,2024,4.0,1,,,cell,cell,,
129,29,2024,2023,3.0,1,,,cell,cell,,
130,121,2024,2023,2.0,1,,,cell,cell,,
130,25,2024,2023,2.0,1,,,cell,egg,,
130,26,2024,2022,2.0,1,,,cell,cell,,
130,27,2024,2023,1.0,0,,,cell,cell,,
130,122,2024,2023,2.0,1,,,cell,cell,,
130,28,2024,2024,2.0,1,,,cell,cell,,
130,29,2024,2023,3.0,1,,,cell,cell,,
131,121,2024,2023,3.0,1,,,cell,cell,,
131,25,2024,2023,2.0,1,,,cell,egg,,
131,26,2024,2022,3.0,1,,,cell,cell,,
131,27,2024,2023,2.0,1,,,cell,cell,,
131,122,2024,2023,3.0,1,,,cell,cell,,
131,28,2024,2024,3.0,1,,,cell,cell,,
131,29,2024,2023,3.0,1,,,cell,cell,,
132,121,2024,2023,3.0,1,,,cell,cell,,
132,25,2024,2023,2.0,1,,,cell,egg,,
132,26,2024,2022,2.0,1,,,cell,cell,,
132,27,2024,2023,2.0,1,,,cell,cell,,
132,122,2024,2023,2.0,1,,,cell,cell,,
132,28,2024,2024,3.0,1,,,cell,cell,,
132,29,2024,2023,3.0,1,,,cell,cell,,
133,121,2024,2023,2.0,1,,,cell,cell,,
133,25,2024,2023,2.0,1,,,cell,egg,,
133,26,2024,2022,2.0,1,,,cell,cell,,
133,27,2024,2023,2.0,1,,,cell,cell,,
133,122,2024,2023,2.0,1,,,cell,cell,,
133,28,2024,2024,3.0,1,,,cell,cell,,
133,29,2024,2023,3.0,1,,,cell,cell,,
134,121,2024,2023,2.0,1,,,cell,cell,,
134,25,2024,2023,2.0,1,,,cell,egg,,
134,26,2024,2022,2.0,1,,,cell,cell,,
134,27,2024,2023,1.0,0,,,cell,cell,,
134,122,2024,2023,2.0,1,,,cell,cell,,
134,28,2024,2024,3.0,1,,,cell,cell,,
134,29,2024,2023,2.0,1,,,cell,cell,,
135,121,2024,2023,2.0,1,,,cell,cell,,
135,25,2024,2023,2.0,1,,,cell,egg,,
135,26,2024,2022,2.0,1,,,cell,cell,,
135,27,2024,2023,2.0,1,,,cell,cell,,
135,122,2024,2023,2.5,1,,,cell,cell,,
135,28,2024,2024,3.0,1,,,cell,cell,,
135,29,2024,2023,3.0,1,,,cell,cell,,
136,25,2024,2023,0.0,0,,,cell,egg,,
136,26,2024,2022,0.0,0,,,cell,cell,,
136,27,2024,2023,0.0,0,,,cell,cell,,
136,28,2024,2024,2.0,1,,,cell,cell,,
136,29,2024,2023,0.0,0,,,cell,cell,,
137,25,2024,2023,1.0,0,,,cell,egg,,
137,26,2024,2022,1.0,0,,,cell,cell,,
137,27,2024,2023,2.0,1,,,cell,cell,,
137,28,2024,2024,3.0,1,,,cell,cell,,
137,29,2024,2023,1.0,0,,,cell,cell,,
138,25,2024,2023,0.0,0,,,cell,egg,,
138,26,2024,2022,0.0,0,,,cell,cell,,
138,27,2024,2023,1.0,0,,,cell,cell,,
138,28,2024,2024,2.0,1,,,cell,cell,,
138,29,2024,2023,1.0,0,,,cell,cell,,
139,25,2024,2023,1.0,0,,,cell,egg,,
139,26,2024,2022,1.0,0,,,cell,cell,,
139,27,2024,2023,1.0,0,,,cell,cell,,
139,28,2024,2024,3.0,1,,,cell,cell,,
139,29,2024,2023,0.0,0,,,cell,cell,,
140,25,2024,2023,0.0,0,,,cell,egg,,
140,26,2024,2022,1.0,0,,,cell,cell,,
140,27,2024,2023,1.0,0,,,cell,cell,,
140,28,2024,2024,2.0,1,,,cell,cell,,
140,29,2024,2023,0.0,0,,,cell,cell,,
141,25,2024,2023,0.0,0,,,cell,egg,,
141,26,2024,2022,0.0,0,,,cell,cell,,
141,27,2024,2023,1.0,0,,,cell,cell,,
141,28,2024,2024,2.0,1,,,cell,cell,,
141,29,2024,2023,0.0,0,,,cell,cell,,
142,25,2024,2023,1.0,0,,,cell,egg,,
142,26,2024,2022,2.0,1,,,cell,cell,,
142,27,2024,2023,1.0,0,,,cell,cell,,
142,28,2024,2024,3.0,1,,,cell,cell,,
142,29,2024,2023,1.0,0,,,cell,cell,,
143,25,2024,2023,0.0,0,,,cell,egg,,
143,26,2024,2022,1.0,0,,,cell,cell,,
143,27,2024,2023,0.0,0,,,cell,cell,,
143,28,2024,2024,2.0,1,,,cell,cell,,
143,29,2024,2023,0.0,0,,,cell,cell,,
144,25,2024,2023,0.0,0,,,cell,egg,,
144,26,2024,2022,1.0,0,,,cell,cell,,
144,27,2024,2023,0.0,0,,,cell,cell,,
144,28,2024,2024,2.0,1,,,cell,cell,,
144,29,2024,2023,0.0,0,,,cell,cell,,
145,25,2024,2023,1.0,0,,,cell,egg,,
145,26,2024,2022,2.0,1,,,cell,cell,,
145,27,2024,2023,1.0,0,,,cell,cell,,
145,28,2024,2024,3.0,1,,,cell,cell,,
145,29,2024,2023,0.0,0,,,cell,cell,,
146,25,2024,2023,0.0,0,,,cell,egg,,
146,26,2024,2022,1.0,0,,,cell,cell,,
146,27,2024,2023,0.0,0,,,cell,cell,,
146,28,2024,2024,2.0,1,,,cell,cell,,
146,29,2024,2023,0.0,0,,,cell,cell,,
147,25,2024,2023,0.0,0,,,cell,egg,,
147,26,2024,2022,1.0,0,,,cell,cell,,
147,27,2024,2023,0.0,0,,,cell,cell,,
147,28,2024,2024,2.0,1,,,cell,cell,,
147,29,2024,2023,0.0,0,,,cell,cell,,
148,25,2024,2023,1.0,0,,,cell,egg,,
148,26,2024,2022,3.0,1,,,cell,cell,,
148,27,2024,2023,2.0,1,,,cell,cell,,
148,28,2024,2024,4.0,1,,,cell,cell,,
148,29,2024,2023,3.0,1,,,cell,cell,,
149,25,2024,2023,1.0,0,,,cell,egg,,
149,26,2024,2022,2.0,1,,,cell,cell,,
149,27,2024,2023,1.0,0,,,cell,cell,,
149,28,2024,2024,4.0,1,,,cell,cell,,
149,29,2024,2023,3.0,1,,,cell,cell,,
150,25,2024,2023,1.0,0,,,cell,egg,,
150,26,2024,2022,3.0,1,,,cell,cell,,
150,27,2024,2023,2.0,1,,,cell,cell,,
150,28,2024,2024,4.0,1,,,cell,cell,,
150,29,2024,2023,3.0,1,,,cell,cell,,
151,25,2024,2023,1.0,0,,,cell,egg,,
151,26,2024,2022,2.0,1,,,cell,cell,,
151,27,2024,2023,1.0,0,,,cell,cell,,
151,28,2024,2024,3.0,1,,,cell,cell,,
151,29,2024,2023,1.0,0,,,cell,cell,,
152,1,2021,2020,1.0,0,,,cell,cell,,
152,61,2021,2020,2.0,1,,,cell,cell,,
